,store_id,store_name,tel,address,latitude,longitude,category,store_image,price
11,173,101호 사케집,02-3143-1015,서울특별시 마포구 연남동 566-67,37.561058,126.922656,사케|술집,https://img.siksinhot.com/place/1516599234856298.PNG?w=280&h=224&c=Y,16000.0
12,177,1023양과점,010-5119-1971,서울특별시 송파구 송파동 182-7,37.500263000000004,127.115424,마카롱|커피,https://img.siksinhot.com/place/1518409363495585.jpg?w=280&h=224&c=Y,2500.0
13,180,102j,02-567-2398,서울특별시 강남구 역삼동 812-14,37.502739,127.027413,수플레|레스토랑,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODEwMTFfMjQ5%2FMDAxNTM5MjM3OTkzOTY4.dWK_E90QHudjl-bfvEy3Qz3NsHcaJTeZoOl7vYDJSssg.lZ5Ygv_Pf1D8uajBXvvVTfSDlDrsYBtA5lMSKbA0Cigg.JPEG.wjdyys%2F%25B0%25AD%25B3%25B2102J__12.jpg&type=b400,14000.0
14,219,10G,02-6137-7788,서울특별시 영등포구 여의도동 23-1,37.52555,126.926604,아이스바|카페,https://img.siksinhot.com/place/1490954070015551.jpg?w=280&h=224&c=Y,4500.0
15,221,10Q,010-9590-8525,서울특별시 송파구 송파동 131-1,37.508086999999996,127.11258600000001,이자카야|유린기,https://search.pstatic.net/sunny/?src=https%3A%2F%2Fimage.slidesharecdn.com%2F1157565%2F95%2Fcitgroupinc10q-91-728.jpg&type=b400,20000.0
16,223,10막창,070-8872-0642,서울특별시 종로구 돈의동 102,37.571744,126.99061,막창|아구살,https://img.siksinhot.com/place/1384494287844177.jpg?w=280&h=224&c=Y,13000.0
17,239,10페이지,02-2282-7063,서울 성동구 행당동 4-17,37.559809,127.039676,카페|커피,https://img.siksinhot.com/place/1461184364396765.jpg?w=280&h=224&c=Y,
18,243,11-14번지 케주얼펍,010-9296-0000,서울특별시 종로구 관철동 11-14,37.56870900000001,126.985873,루프탑|펍,https://img.siksinhot.com/place/1463725273965550.png?w=280&h=224&c=Y,12000.0
19,268,119닭발,02-489-1289,서울특별시 강동구 천호2동 307-9,37.544978,127.13011599999999,닭발|석쇠구이,https://img.siksinhot.com/place/1526302047138024.jpg?w=280&h=224&c=Y,8000.0
20,327,123 최유강 중국집,02-554-6123,서울특별시 강남구 대치동 891-52,37.504718,127.054653,중식당|짜장면,https://img.siksinhot.com/place/1454306755512461.JPG?w=280&h=224&c=Y,6000.0
21,371,128판,070-4063-1454,서울특별시 종로구 동숭동 12-8,37.583331,127.00435300000001,파스타|리조또,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNjEwMjNfMjU2%2FMDAxNDc3MjA2ODE1Nzg5.piJg-Ma-mAt-nF54mPHQWX5rUxlBc4D-k70Xuh1rxsIg.8ioe34xc89Y1ieBafoUGJ7m42tpn82hKsbZkVmb-5vYg.PNG.dium79%2FScreenshot_20161023-160607.png&type=b400,12000.0
22,372,129 라멘하우스,,서울특별시 중구 신당동 374-27,37.5554,127.011,라멘|돈코츠라멘,https://img.siksinhot.com/place/1530597402238010.jpg?w=280&h=224&c=Y,8000.0
23,373,129-11,02-325-0129,서울특별시 서대문구 연희동 129-11,37.567495,126.92866699999999,흑임자빙수|카페,https://img.siksinhot.com/place/1376224539298133.png?w=280&h=224&c=Y,8600.0
24,405,1357 철판삼겹,02-582-1357,서울시 서초구 방배동 451-4,37.478797,126.983396,철판|고기집,https://img.siksinhot.com/place/1531099436078190.jpg?w=280&h=224&c=Y,10900.0
25,418,136길 육미,02-542-8898,서울특별시 강남구 논현동 107-34,37.517393,127.036351,메밀|가마솥밥,https://img.siksinhot.com/place/1542002969705125.JPG?w=280&h=224&c=Y,20000.0
26,436,14gram,02-922-3639,서울특별시 성북구 안암동5가 100-1,37.586771999999996,127.02994,커피|카페,https://search.pstatic.net/common/?src=http%3A%2F%2Fcafefiles.naver.net%2FMjAxODExMjZfNjgg%2FMDAxNTQzMjE1MzcxODE4.qUEG9pyZYKsy5GFmls8qFRypwWXOH_vfOgZsFtWG7mAg.nJz7W8jkoxOaMJlWSXITF8RAWsJnVEBm75pOyl4R4s0g.PNG.khs223%2F%25A4%25D3%25A4%25BE.PNG&type=b400,
27,511,15칼로리,02-6083-6232,서울특별시 강동구 천호동 410-14,37.539322,127.127858,크레페|카페,https://img.siksinhot.com/place/1448956917673629.jpg?w=280&h=224&c=Y,4000.0
28,512,15콜룸바,02-3443-1534,서울시 강남구 논현동 243-15,37.515562,127.040021,와인바|레스토랑,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODA4MTdfMTc1%2FMDAxNTM0NDk0MzY5Mjcw.XVGVHsnD67C6gc9g1cHSmsin7bW4yJwsZQZa6vnsQ_wg.getxmeBgw6gqR0SDNntvO877gkAp1wvVDleDxGcmrA4g.JPEG.ghdtkaehddl%2F15%25C4%25DD%25B7%25EB%25B9%25D9_%25281%2529.JPG&type=b400,15000.0
29,529,16마르잔,02-338-2423,서울특별시 마포구 동교동 149-11,37.560252,126.925142,파스타|레스토랑,https://img.siksinhot.com/place/1444653075338907.jpg?w=280&h=224&c=Y,5000.0
30,537,17,02-6494-1798,서울특별시 동대문구 회기동 17,37.59235,127.053385,피자,https://img.siksinhot.com/place/1497412407793358.jpg?w=280&h=224&c=Y,4900.0
31,540,171+,02-6273-8552,서울특별시 서대문구 대현동 27-33,37.5588,126.943,카페|베이커리,https://img.siksinhot.com/place/1462929937002870.jpg?w=280&h=224&c=Y,5000.0
32,550,17도씨,02-337-1706,서울특별시 마포구 연남동 257-21,37.56215,126.923071,초콜릿카페|카페,https://img.siksinhot.com/place/1581576960801442.jpg?w=280&h=224&c=Y,2500.0
33,557,180도,,서울특별시 동대문구 이문동 288-48,37.595983000000004,127.060898,밀크티|요거트,https://img.siksinhot.com/place/1490148739503229.jpg?w=280&h=224&c=Y,
34,583,18번완당,02-3453-0180,서울특별시 강남구 삼성동 159-8,37.50906,127.060951,완당|새우만두,https://img.siksinhot.com/place/1457341450784456.jpg?w=280&h=224&c=Y,9500.0
35,630,1953연남서서갈비,02-337-1953,서울특별시 마포구 망원동 396-2,37.5533,126.903,소갈비|고기집,https://img.siksinhot.com/place/1462848327742756.png?w=280&h=224&c=Y,15000.0
36,641,1964백미당,02-517-5825,서울특별시 영등포구 여의도동 23,37.525182,126.92486399999999,아이스크림|소프트아이스크림,https://img.siksinhot.com/place/1450234212425672.jpg?w=280&h=224&c=Y,3500.0
37,668,1976샤브샤브,02-6402-1976,서울특별시 마포구 상수동 310-8,37.548083,126.92228,샤브샤브|뷔페,https://img.siksinhot.com/place/1477851683102169.jpg?w=280&h=224&c=Y,13000.0
38,677,1978 테라스,02-756-1978,서울특별시 중구 예장동 8-39,37.5568,126.98534699999999,돈까스|화덕피자,https://img.siksinhot.com/place/1405408743965042.jpg?w=280&h=224&c=Y,23800.0
39,689,1979서기치킨,02-470-1979,서울특별시 강동구 성내동 50-14,37.537503,127.126149,경양식|치킨,https://img.siksinhot.com/place/1527643753394391.jpg?w=280&h=224&c=Y,25000.0
40,742,1987루프탑라운지,02-332-1989,서울특별시 마포구 서교동 367-6,37.550947,126.92083799999999,루프탑라운지|칵테일,https://img.siksinhot.com/place/1506043698710626.jpg?w=280&h=224&c=Y,16000.0
41,765,1988서울불고기,02-2252-1988,서울특별시 중구 을지로7가 2-1,37.5665,127.009,불고기|두루치기,https://img.siksinhot.com/place/1464327729020280.png?w=280&h=224&c=Y,
42,786,1989 비스트로,070-8778-0025,서울특별시 용산구 이태원동 260-95,37.54100800000001,126.99166299999999,수제버거|카페,https://img.siksinhot.com/place/1537173731687009.jpg?w=280&h=224&c=Y,4600.0
43,815,1995오사카,02-2294-5886,서울특별시 성동구 옥수동 291-9,37.542464,127.01566000000001,돈부리|우동,https://img.siksinhot.com/place/1508907205961319.jpg?w=280&h=224&c=Y,12000.0
44,830,19뜯고맛보고,010-5203-2171,서울특별시 동대문구 전농동 103-99,37.583847999999996,127.05312099999999,통삼겹|오겹살,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDAzMjdfMTc2%2FMDAxNTg1MjY0ODI1MjI2.fnP7rWFqWW92wDhehorJFlXG4uWrG7Ipyf3tgwScGMIg.U_yhic5K_ObKEwwc0W26vzj29YhYiQfU-D46PlyXqWog.JPEG.ahl9858%2FIMG_5556.jpg&type=b400,9000.0
45,842,19티,02-1661-8009,서울특별시 강남구 역삼동 815-4,37.500774,127.02671200000002,밀크티|팬케이크,https://img.siksinhot.com/place/1530674852155071.jpg?w=280&h=224&c=Y,4900.0
46,852,1FLF,02-574-1750,서울특별시 서초구 양재동 250-6,37.472795,127.041706,모찌|카페,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODA5MjJfMjQ5%2FMDAxNTM3NjE5Mjc1Njc3.DRkQ830G8KRjXNpyRG8c7HKS3BAgT7oDPrc_C4zpRjgg.tPudFmvVQ74Fn9g7fup7lEV_Hxd-NJiYfR-jkh5W868g.JPEG.0604chj%2FIMG_2417.JPG&type=b400,4000.0
47,971,1인1상,02-357-1111,서울특별시 은평구 진관동 134-31,37.640859000000006,126.937821,퓨전레스토랑|카페,https://img.siksinhot.com/place/1487722785963095.jpeg?w=280&h=224&c=Y,22000.0
48,972,1인1잔,02-355-1111,서울특별시 은평구 진관동 9992-9991,37.640972,126.93794299999999,한옥카페|카페,https://img.siksinhot.com/place/1569309165239804.jpg?w=280&h=224&c=Y,4500.0
49,1028,2 Dots Bakery,070-8981-0108,서울특별시 관악구 신림동 1639-6,37.4835,126.927,빵집|카페,https://img.siksinhot.com/place/1552375679750036.jpg?w=280&h=224&c=Y,4500.0
50,1035,2.5짜장,02-474-0205,서울특별시 강동구 성내동 25-1,37.535472,127.127976,중국집|짜장,https://img.siksinhot.com/place/1462844165947587.jpg?w=280&h=224&c=Y,3000.0
51,1051,2002 횟집,02-463-0931,서울시 성동구 성수동1가 668-20,37.547225,127.04403799999999,광어|횟집,https://img.siksinhot.com/place/1518258199832433.jpg?w=280&h=224&c=Y,
52,1083,203갈비해물집,02-451-7532,서울특별시 강남구 수서동 714,37.488371,127.10247,매운갈비찜|갈비,https://img.siksinhot.com/place/1527228303186012.jpg?w=280&h=224&c=Y,49000.0
53,1090,2046팬스테이크,,서울특별시 송파구 잠실동 40-1 롯데월드 지하1층,37.511286,127.09794099999999,팬스테이크|스테이크,https://img.siksinhot.com/place/1462932735975004.jpg?w=280&h=224&c=Y,14000.0
54,1111,209 Lounge,070-8861-7336,서울특별시 강서구 화곡동 98-209 2층,37.542909,126.843652,브런치|카페,https://img.siksinhot.com/place/1566282498822523.jpg?w=280&h=224&c=Y,9000.0
55,1127,219,02-6101-2199,서울특별시 마포구 서교동 395-115,37.562488,126.967077,피자|파스타,https://img.siksinhot.com/place/1463029269951355.jpg?w=280&h=224&c=Y,14000.0
56,1151,22.FEB,02-548-4450,서울특별시 강남구 논현동 254-30,37.513695,127.042061,파스타|이탈리안레스토랑,https://img.siksinhot.com/place/1554277869748273.JPG?w=280&h=224&c=Y,8000.0
57,1158,22번가 키친,02-953-4689,서울특별시 성북구 동선동2가 135-26,37.590784,127.01921599999999,파스타|리조또,https://img.siksinhot.com/place/1556851305348000.jpg?w=280&h=224&c=Y,11000.0
58,1204,24시 누름돌 생고기 김치찌개,02-2601-1337,서울특별시 양천구 신정동 1182-11,37.517717,126.853601,김치찌개|생고기,https://img.siksinhot.com/place/1517880729551235.jpg?w=280&h=224&c=Y,5500.0
59,1212,24시 송파감자탕,02-2202-4242,서울특별시 송파구 잠실동 336-5,37.504169,127.08729199999999,감자탕|뼈해장국,https://img.siksinhot.com/place/1517880729551235.jpg?w=280&h=224&c=Y,23000.0
60,1214,24시 양평한우해장국,055-232-9119,서울특별시 송파구 오금동 113-5,37.50155,127.141856,해장국,https://img.siksinhot.com/place/1517880729551235.jpg?w=280&h=224&c=Y,
61,1216,24시 우동집,070-7604-1488,서울특별시 금천구 독산동 952-34,37.479361,126.90231000000001,,https://img.siksinhot.com/place/1517880729551235.jpg?w=280&h=224&c=Y,3000.0
62,1222,24시 전주명가콩나물국밥,02-932-2077,서울특별시 노원구 상계동 1028-4,37.672681,127.05517900000001,콩나물국밥,https://img.siksinhot.com/place/1517880729551235.jpg?w=280&h=224&c=Y,
63,1583,252샤브,02-455-8835,서울특별시 광진구 구의동 252-42,37.5377,127.08381000000001,샤브샤브|누들,https://img.siksinhot.com/place/1429081778876721.jpg?w=280&h=224&c=Y,19000.0
64,1660,25카츠,070-7694-2601,서울특별시 중구 정동 34-5,37.563707,126.97228799999999,,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20131017_200%2Fiamgahee1_1381985587979z0UU1_JPEG%2F20131016_135219.jpg&type=b400,12000.0
65,1713,29펍,02-555-2901,서울특별시 강남구 역삼동 817-8,37.500334,127.027653,보드카|술집,https://img.siksinhot.com/place/1526882577669423.jpg?w=280&h=224&c=Y,29000.0
66,1828,2층왕초밥,02-334-6699,서울특별시 마포구 망원동 378-1,37.555584,126.90976200000001,초밥|커플초밥,https://img.siksinhot.com/place/1355377152041942.jpg?w=280&h=224&c=Y,36000.0
67,1864,300도,02-461-9344,서울특별시 용산구 이태원동 132-4,37.533649,126.995425,50cm피자|피자,https://img.siksinhot.com/place/1353228227742799.jpg?w=280&h=224&c=Y,
68,1887,30cm 왕 돈까스,02-356-3045,서울시 은평구 대조동 193-9번지,37.615658,126.921844,왕돈까스|돈까스,https://img.siksinhot.com/place/1351044846469397.jpg?w=280&h=224&c=Y,7000.0
69,1923,314,02-2676-6283,서울특별시 강남구 신사동 525-3,37.522032,127.02021699999999,바베큐|와인,https://img.siksinhot.com/place/1548820349124008.jpg?w=280&h=224&c=Y,20000.0
70,1924,3140,02-418-3140,서울특별시 송파구 방이동 62-7,37.5136,127.109,생선구이|해산물,https://img.siksinhot.com/place/1527569470809352.PNG?w=280&h=224&c=Y,16000.0
71,1933,3239 롯지,02-749-1850,서울특별시 용산구 이태원동 44-31,37.533109,126.99068600000001,랍스터|스테이크,https://img.siksinhot.com/place/1486794937595653.jpg?w=280&h=224&c=Y,68000.0
72,1984,33떡볶이,02-444-1033,서울특별시 광진구 광장동 258-36,37.546987,127.10233799999999,꼬마김밥,https://img.siksinhot.com/place/1463990798056322.jpg?w=280&h=224&c=Y,3500.0
73,2009,33하우스,070-7638-3324,서울특별시 성동구 성수동1가 668-35,37.546593,127.04406399999999,즉석떡볶이|부대찌개,https://img.siksinhot.com/place/1375254545613609.jpg?w=280&h=224&c=Y,8000.0
74,2040,36.5도여름,070-8286-0985,서울시 마포구 서교동 337-1,37.554584999999996,126.92915,칵테일|카페,https://img.siksinhot.com/place/1563264671295133.jpg?w=280&h=224&c=Y,10000.0
75,2133,37.5,02-593-3705,서울특별시 서초구 반포동 106-8 2층,37.49886,126.99747099999999,브런치카페|미국식,https://img.siksinhot.com/place/1490317063022249.jpg?w=280&h=224&c=Y,17000.0
76,2148,37그릴앤바,02-6137-7110,서울특별시 영등포구 여의도동 23-1,37.52554600000001,126.92620900000001,애프터눈티|bar,https://img.siksinhot.com/place/1554885500400019.jpg?w=280&h=224&c=Y,145000.0
77,2165,38번가부대찌개,02-2275-9023,서울특별시 중구 을지로6가 18-97,37.567832,127.007865,알쌈쭈꾸미|쭈꾸미,https://img.siksinhot.com/place/1463633427764166.png?w=280&h=224&c=Y,13000.0
78,2186,393F철판요리주점,02-333-0393,서울특별시 마포구 서교동 405-11,37.550338,126.920552,철판요리|철판구이,https://img.siksinhot.com/place/1467852755146277.jpg?w=280&h=224&c=Y,18500.0
79,2191,39돈가스,070-4103-9632,서울특별시 동대문구 이문동 305-74,37.595633,127.06111200000001,돈가스|등심,https://img.siksinhot.com/place/1463367497714165.jpg?w=280&h=224&c=Y,5900.0
80,2232,3MK,02-563-4567,서울특별시 강남구 역삼동 616-14,37.503516999999995,127.027845,스페인요리|빠에야,https://img.siksinhot.com/place/1468306704855916.jpg?w=280&h=224&c=Y,27000.0
81,2235,3가식당,070-4101-0069,서울특별시 중구 을지로3가 302-2,37.565437,126.99199499999999,삼겹살,https://img.siksinhot.com/place/1500086364882359.PNG?w=280&h=224&c=Y,12000.0
82,2249,3대삼계장인,02-522-2270,서울특별시 서초구 서초동 1557-17,37.4913,127.012,삼계탕|녹두삼계탕,https://img.siksinhot.com/place/1561618683228223.jpg?w=280&h=224&c=Y,16000.0
83,2253,3대서가 밀면,1522-3569,서울특별시 영등포구 당산동5가 33-13,37.53462800000001,126.89992099999999,밀면|물밀면,https://img.siksinhot.com/place/1532709317148141.jpg?w=280&h=224&c=Y,6000.0
84,2303,3일 소고기국밥,02-2687-0117,서울특별시 영등포구 영등포동4가 68-5,37.519957,126.90409,한우국밥|소고기국밥,https://img.siksinhot.com/place/1573537637517713.jpg?w=280&h=224&c=Y,
85,2320,3일한우국밥,02-2678-0117,서울특별시 영등포구 영등포동4가 68-5,37.51994000000001,126.904053,한우국밥|한우전골,https://img.siksinhot.com/place/1478432537277465.jpg?w=280&h=224&c=Y,8000.0
86,2349,3호선차이나,02-737-9282,서울특별시 서대문구 홍제동 188,37.58782,126.94689,꿔바로우|탄탄면,https://img.siksinhot.com/place/1525449245445348.jpg?w=280&h=224&c=Y,
87,2351,4 Lines Coffee,070-8982-0109,서울특별시 관악구 신림동 1639-6,37.4836,126.927,베이커리|카페,https://img.siksinhot.com/place/1472614171360339.jpg?w=280&h=224&c=Y,4500.0
88,2354,4.19 소갈비살,02-991-8411,서울특별시 강북구 수유동 279-49 수유419묘지역 /419사거리에 위치,37.648395,127.014776,소갈비살|고기집,https://img.siksinhot.com/place/1464240598446029.png?w=280&h=224&c=Y,
89,2359,4.5평 우동집,02-741-5051,서울특별시 종로구 익선동 93,37.574353,126.98976699999999,우동|카레우동,https://img.siksinhot.com/place/1529290287509745.jpg?w=280&h=224&c=Y,5000.0
90,2378,40240 독도카페,010-9960-2079,서울특별시 강남구 삼성동 172-66 선릉역 지하상가 4번출구,37.504243,127.04823,테이크아웃카페|베이커리,https://img.siksinhot.com/place/1347957953636144.jpg?w=280&h=224&c=Y,
91,2383,405키친,02-508-3405,서울시 강남구 역삼동 617-4 1층,37.503128000000004,127.02748799999999,와규버거|수제버거,https://img.siksinhot.com/place/1442840164417948.jpg?w=280&h=224&c=Y,9400.0
92,2396,419김밥마을,02-999-5987,서울특별시 강북구 수유동 279-69,37.648439,127.014581,김밥|분식,https://img.siksinhot.com/place/1568878237758656.jpg?w=280&h=224&c=Y,
93,2409,42RABBIT,02-795-2766,서울특별시 용산구 이태원동 258-61,37.542148,126.99382800000001,칵테일바|칵테일,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTAzMThfMTgw%2FMDAxNTUyOTA5OTI2MzEz.GUMZ9xMwc4xijG9PknnEOyoiIqsT7y04jAH1uPoMwuQg.pSUpp4ui0x8JlScxc3FLTdKGp_aF2H3IhzIcVKjGxLgg.JPEG.miori75%2FIMG_7184.JPG&type=b400,24000.0
94,2413,42팩토리,02-752-4142,서울특별시 중구 남대문로5가 17-3,37.558508,126.97434399999999,스시|사시미,https://img.siksinhot.com/place/1519056960269542.jpg?w=280&h=224&c=Y,12000.0
95,2427,453키친,02-473-9688,서울특별시 강동구 천호동 453-8,37.538622,127.127726,오레오빙수|카페,https://img.siksinhot.com/place/1438243219803155.JPG?w=280&h=224&c=Y,13900.0
96,2444,47번가찻집,02-737-2563,서울특별시 종로구 관훈동 173,37.574349,126.98396799999999,찻집|전통찻집,https://img.siksinhot.com/place/1462776031062982.png?w=280&h=224&c=Y,
97,2471,4F카페,02-2276-1092,서울특별시 중구 방산동 109-2,37.5679,127.001,cafe,https://img.siksinhot.com/place/1347957953636144.jpg?w=280&h=224&c=Y,7000.0
98,2474,4REST,02-332-2199,서울특별시 마포구 서교동 407-14,37.5504,126.922,루프탑라운지|칵테일바,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODAxMDJfNDEg%2FMDAxNTE0ODc3ODQ2MjA4.rhBl9vM7bwtvTTTWIF4OQR-9yaIkOpsZBIVHJiI2jvQg.PhPH0zYM_UPzmuc_sGeN8fF2sqLUz5gb6QxnbrTv5dAg.JPEG.ptdoctorchoi%2FKakaoTalk_Moim_4zaz50ht7A5K4UHpHojxQlul83E7mN.jpg&type=b400,8000.0
99,2476,4SEED,02-395-7187,서울특별시 종로구 평창동 273-1,37.604625,126.965985,오가닉|레스토랑,https://search.pstatic.net/sunny/?src=http%3A%2F%2Fappdata.hungryapp.co.kr%2Fdata_file%2Fdata_img%2F201404%2F03%2FW3yppDW1396502905897422.jpg&type=b400,22000.0
100,2492,4브라더스,02-574-4147,서울특별시 강남구 도곡동 423-5,37.484028,127.04528,월남쌈|나시고랭,https://search.pstatic.net/common/?src=http%3A%2F%2Fpost.phinf.naver.net%2F20150811_287%2Fkoh1203_1439261761387rxKSz_JPEG%2Fmug_obj_14392615920403781.jpg&type=b400,11500.0
101,2507,5.5닭갈비,02-2696-5556,서울특별시 강서구 화곡3동 1013-1,37.54678300000001,126.83605,닭갈비|닭다리,https://img.siksinhot.com/place/1493346203068182.jpg?w=280&h=224&c=Y,10000.0
102,2542,50-14,,서울특별시 은평구 불광동 281-34,37.611011,126.93157,카페|디저트,https://img.siksinhot.com/place/1456215722853978.JPEG?w=280&h=224&c=Y,
103,2556,500소갈비살,02-356-7924,서울특별시 은평구 응암동 110-57 1층,37.599828,126.92029199999999,갈비살|고깃집,https://img.siksinhot.com/place/1462848327742756.png?w=280&h=224&c=Y,
104,2570,502세컨즈카페,070-4465-7998,서울특별시 강남구 논현동 134-10 1층,37.511399,127.027983,브런치카페|카페,https://img.siksinhot.com/place/1347957953636144.jpg?w=280&h=224&c=Y,3500.0
105,2607,523,02-332-7311,서울특별시 마포구 연남동 383-82,37.561868,126.92677900000001,스테이크|펍,https://img.siksinhot.com/place/1359550605732779.JPG?w=280&h=224&c=Y,29000.0
106,2654,55번지라면,02-722-2997,서울시 종로구 화동 55-1번지,37.581584,126.98163600000001,라면|짬뽕라면,https://img.siksinhot.com/place/1466646852829981.jpg?w=280&h=224&c=Y,
107,2691,58도씨,010-9105-2389,서울시 성북구 안암동 103-39,37.584255,127.02977299999999,버블티|대만,https://img.siksinhot.com/place/1458007916713653.JPEG?w=280&h=224&c=Y,2000.0
108,2704,597카페,,서울특별시 광진구 화양동 5-97,37.5415,127.071,cafe,https://img.siksinhot.com/place/1347957953636144.jpg?w=280&h=224&c=Y,3500.0
109,2705,599버거,02-990-0599,서울특별시 도봉구 쌍문동 580,37.658239,127.0401,수제버거,https://img.siksinhot.com/place/1518398234436547.jpg?w=280&h=224&c=Y,
110,2999,5dining,010-9328-5047,서울특별시 관악구 신림동 518-47,37.485626,126.91235900000001,파스타,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA0MTJfNjMg%2FMDAxNTg2NjU4MzgxODI0.QKAhnqq8vihbZnRCqwNUTycyDiCyIqA3xbmG6dIcYjQg.9i9hc2QcougSWsWvlGZTkw7CyXqtAS-ppmeCQU5ROpwg.JPEG.time_faint%2FIMG_3602.jpg&type=b400,
111,3071,60계,02-472-6060,서울특별시 강동구 천호동 454-17,37.538603,127.12616000000001,치킨,https://img.siksinhot.com/place/1519391848236700.jpg?w=280&h=224&c=Y,
112,3172,60계 치킨,02-973-8999,서울특별시 노원구 공릉동 172-3,37.63,127.076,치킨,https://img.siksinhot.com/place/1491962216167189.jpg?w=280&h=224&c=Y,18900.0
113,3213,60계치킨,02-2294-0060,서울특별시 성동구 행당동 19-87 1~2층,37.559134,127.04012,치킨,https://img.siksinhot.com/place/1491962216167189.jpg?w=280&h=224&c=Y,
114,3270,60년전통 신촌황소곱창,02-553-6698,서울특별시 강남구 대치동 896-18,37.503699,127.05241699999999,곱창|대창,https://img.siksinhot.com/place/1518068195877947.jpg?w=280&h=224&c=Y,18000.0
115,3273,60년전통신촌황소곱창,02-556-2640,서울특별시 강남구 역삼동 619-5,37.5019,127.027,곱창|대창,https://img.siksinhot.com/place/1518068195877947.jpg?w=280&h=224&c=Y,17000.0
116,3276,61224,070-7398-9829,서울특별시 마포구 상수동 317-1,37.548361,126.92058899999999,칵테일바|술집,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20160704_276%2Fsujinoh48_1467630189026rtK7T_JPEG%2F20160703_182626.jpg&type=b400,9000.0
117,3292,63 프로방스,02-393-8463,서울특별시 서대문구 대현동 56-42,37.558281,126.944864,반미샌드위치|베트남,https://img.siksinhot.com/place/1394183743466592.png?w=280&h=224&c=Y,5500.0
118,3302,63뷔페 파빌리온,02-789-5731,서울특별시 영등포구 여의도동 63로 50 (63빌딩 B1F),37.516606,126.93573899999998,뷔페,https://img.siksinhot.com/place/1352275750503345.jpg?w=280&h=224&c=Y,79000.0
119,3311,6484쪽갈비,02-573-2221,서울특별시 서초구 양재동 280-9,37.474866,127.045827,쪽갈비,https://img.siksinhot.com/place/1462848327742756.png?w=280&h=224&c=Y,15000.0
120,3315,650,070-7717-7624,서울특별시 마포구 서교동 403-4,37.5499,126.921,칵테일바|루프탑,https://img.siksinhot.com/place/1506321864082894.jpg?w=280&h=224&c=Y,12000.0
